word,avg_green,avg_yellow,avg_grey,entropy,avg_green_scaled,avg_yellow_scaled,avg_grey_scaled,entropy_scaled,TYPE,GREEN,YELLOW,GREY,ENTROPY
wives,0.63,0.84,3.53,5.28,0.741,0.483,0.319,0.814,,,,,
awake,0.36,0.79,3.86,4.12,0.424,0.454,0.472,0.634,,,,,
clock,0.33,0.58,4.09,4.15,0.388,0.333,0.579,0.638,,,,,
solve,0.51,1.24,3.25,5.47,0.600,0.713,0.190,0.843,,,,,
cheek,0.45,0.53,4.02,4.09,0.529,0.305,0.546,0.629,,,,,
input,0.16,0.94,3.9,4.54,0.188,0.540,0.491,0.699,,,,,
alike,0.4,1.24,3.36,5.45,0.471,0.713,0.241,0.840,,,,,
cream,0.33,1.32,3.35,5.31,0.388,0.759,0.236,0.818,,,,,
slide,0.49,1.35,3.16,5.78,0.576,0.776,0.148,0.891,,,,,
lobby,0.35,0.53,4.12,4.25,0.412,0.305,0.593,0.654,,,,,
pupil,0.26,0.63,4.11,4.22,0.306,0.362,0.588,0.649,,,,,
crash,0.39,1.22,3.38,5.41,0.459,0.701,0.250,0.834,,,,,
tooth,0.42,0.33,4.24,3.79,0.494,0.190,0.648,0.582,,,,,
stake,0.45,1.4,3.14,5.67,0.529,0.805,0.139,0.874,,,,,
ninth,0.31,0.63,4.07,4.28,0.365,0.362,0.569,0.658,,,,,
sauce,0.55,1.29,3.17,5.73,0.647,0.741,0.153,0.884,,,,,
newer,0.41,0.8,3.79,4.47,0.482,0.460,0.440,0.688,,,,,
mercy,0.41,0.95,3.64,5.18,0.482,0.546,0.370,0.798,,,,,
bones,0.78,0.96,3.26,6.12,0.918,0.552,0.194,0.944,,,,,
boots,0.68,0.57,3.76,5.14,0.800,0.328,0.426,0.792,,,,,
laura,0.36,0.88,3.76,4.71,0.424,0.506,0.426,0.725,,,,,
lungs,0.5,0.83,3.67,5.39,0.588,0.477,0.384,0.831,,,,,
parks,0.62,0.9,3.47,5.87,0.729,0.517,0.292,0.905,,,,,
ranks,0.59,1.02,3.39,5.86,0.694,0.586,0.255,0.904,,,,,
rises,0.66,1.03,3.31,5.52,0.776,0.592,0.218,0.851,,,,,
tones,0.76,1.15,3.1,6.33,0.894,0.661,0.120,0.977,,,,,
votes,0.69,1.04,3.27,5.68,0.812,0.598,0.199,0.876,,,,,
essay,0.23,1.38,3.39,4.54,0.271,0.793,0.255,0.699,,,,,
midst,0.31,1.1,3.59,5.09,0.365,0.632,0.347,0.784,,,,,
flood,0.35,0.58,4.07,4.11,0.412,0.333,0.569,0.632,,,,,
label,0.48,0.91,3.61,4.75,0.565,0.523,0.356,0.731,,,,,
spell,0.34,1.16,3.49,4.73,0.400,0.667,0.301,0.728,,,,,
lover,0.5,1.09,3.41,5.43,0.588,0.626,0.264,0.837,,,,,
relax,0.29,1.35,3.36,5.02,0.341,0.776,0.241,0.773,,,,,
naive,0.44,1.1,3.47,5.18,0.518,0.632,0.292,0.798,,,,,
brass,0.62,0.79,3.59,5.1,0.729,0.454,0.347,0.786,,,,,
dairy,0.48,0.9,3.62,5.52,0.565,0.517,0.361,0.851,,,,,
crown,0.33,0.85,3.82,4.82,0.388,0.489,0.454,0.742,,,,,
realm,0.36,1.4,3.24,5.48,0.424,0.805,0.185,0.845,,,,,
drank,0.37,0.94,3.7,5.16,0.435,0.540,0.398,0.795,,,,,
lodge,0.4,1.1,3.49,5.28,0.471,0.632,0.301,0.814,,,,,
slope,0.47,1.37,3.16,5.78,0.553,0.787,0.148,0.891,,,,,
toast,0.46,1.08,3.46,5.06,0.541,0.621,0.287,0.780,,,,,
sober,0.58,1.28,3.13,5.86,0.682,0.736,0.134,0.904,,,,,
fatal,0.38,0.72,3.9,4.4,0.447,0.414,0.491,0.677,,,,,
fever,0.47,0.59,3.94,4.18,0.553,0.339,0.509,0.643,,,,,
dated,0.54,0.91,3.54,5.13,0.635,0.523,0.324,0.790,,,,,
gains,0.66,0.9,3.44,5.86,0.776,0.517,0.278,0.904,,,,,
glued,0.45,0.89,3.66,5.15,0.529,0.511,0.380,0.793,,,,,
letch,0.3,1.16,3.53,4.98,0.353,0.667,0.319,0.767,,,,,
likes,0.64,1.09,3.27,5.9,0.753,0.626,0.199,0.910,,,,,
loves,0.7,1.04,3.25,5.76,0.824,0.598,0.190,0.888,,,,,
males,0.76,1.16,3.08,6.31,0.894,0.667,0.111,0.974,,,,,
wiped,0.44,0.82,3.75,5.09,0.518,0.471,0.421,0.784,,,,,
marry,0.47,0.57,3.96,4.84,0.553,0.328,0.519,0.745,,,,,
print,0.41,0.88,3.71,5.39,0.482,0.506,0.403,0.831,,,,,
drain,0.36,1.13,3.52,5.49,0.424,0.649,0.315,0.846,,,,,
squad,0.33,0.98,3.69,4.57,0.388,0.563,0.394,0.703,,,,,
stein,0.33,1.51,3.15,5.66,0.388,0.868,0.144,0.873,,,,,
chase,0.45,1.37,3.19,5.65,0.529,0.787,0.162,0.871,,,,,
ridge,0.35,1.16,3.5,5.27,0.412,0.667,0.306,0.812,,,,,
serum,0.38,1.34,3.28,5.47,0.447,0.770,0.204,0.843,,,,,
loyal,0.32,0.86,3.82,4.54,0.376,0.494,0.454,0.699,,,,,
arose,0.43,1.74,2.84,6.05,0.506,1.000,0.000,0.933,,,,,
rebel,0.43,0.9,3.67,4.65,0.506,0.517,0.384,0.716,,,,,
brick,0.36,0.68,3.97,4.73,0.424,0.391,0.523,0.728,,,,,
abuse,0.3,1.47,3.23,5.26,0.353,0.845,0.181,0.811,,,,,
angel,0.35,1.27,3.38,5.18,0.412,0.730,0.250,0.798,,,,,
drift,0.33,0.88,3.79,4.87,0.388,0.506,0.440,0.750,,,,,
twist,0.3,0.85,3.86,4.28,0.353,0.489,0.472,0.658,,,,,
stall,0.39,1.12,3.49,4.94,0.459,0.644,0.301,0.761,,,,,
lemon,0.29,1.27,3.45,5.24,0.341,0.730,0.282,0.807,,,,,
acted,0.4,1.25,3.36,5.34,0.471,0.718,0.241,0.823,,,,,
camps,0.59,0.82,3.6,5.5,0.694,0.471,0.352,0.848,,,,,
crops,0.57,0.96,3.47,5.63,0.671,0.552,0.292,0.868,,,,,
drops,0.54,1.01,3.46,5.58,0.635,0.580,0.287,0.860,,,,,
faded,0.54,0.74,3.73,4.73,0.635,0.425,0.412,0.728,,,,,
folks,0.59,0.74,3.67,5.34,0.694,0.425,0.384,0.823,,,,,
grams,0.56,0.99,3.46,5.62,0.659,0.569,0.287,0.866,,,,,
rests,0.55,1.14,3.31,5.36,0.647,0.655,0.218,0.826,,,,,
talks,0.6,1.01,3.39,5.81,0.706,0.580,0.255,0.896,,,,,
tanks,0.6,0.94,3.46,5.84,0.706,0.540,0.287,0.901,,,,,
tommy,0.38,0.5,4.12,4.4,0.447,0.287,0.593,0.677,,,,,
ivory,0.27,0.87,3.86,4.49,0.318,0.500,0.472,0.691,,,,,
weary,0.43,1.1,3.47,5.38,0.506,0.632,0.292,0.829,,,,,
shake,0.48,1.24,3.28,5.56,0.565,0.713,0.204,0.857,,,,,
awful,0.14,0.92,3.94,3.99,0.165,0.529,0.509,0.613,,,,,
dandy,0.43,0.55,4.02,4.71,0.506,0.316,0.546,0.725,,,,,
fleet,0.48,0.74,3.77,4.48,0.565,0.425,0.431,0.689,,,,,
chaos,0.57,1.02,3.41,5.59,0.671,0.586,0.264,0.862,,,,,
nurse,0.37,1.44,3.19,5.64,0.435,0.828,0.162,0.870,,,,,
sport,0.38,1.24,3.38,5.55,0.447,0.713,0.250,0.856,,,,,
wider,0.43,1.03,3.54,5.37,0.506,0.592,0.324,0.828,,,,,
breed,0.53,0.7,3.77,4.78,0.624,0.402,0.431,0.736,,,,,
logic,0.3,0.91,3.79,4.84,0.353,0.523,0.440,0.745,,,,,
graph,0.33,0.86,3.81,4.84,0.388,0.494,0.449,0.745,,,,,
flame,0.42,1.09,3.49,5.21,0.494,0.626,0.301,0.803,,,,,
brand,0.45,0.89,3.67,5.34,0.529,0.511,0.384,0.823,,,,,
tumor,0.27,1,3.73,5.08,0.318,0.575,0.412,0.783,,,,,
steam,0.31,1.59,3.1,5.54,0.365,0.914,0.120,0.854,,,,,
quote,0.39,0.95,3.66,4.68,0.459,0.546,0.380,0.720,,,,,
tract,0.39,0.85,3.76,4.71,0.459,0.489,0.426,0.725,,,,,
grasp,0.33,1.23,3.45,5.23,0.388,0.707,0.282,0.806,,,,,
bunch,0.32,0.54,4.14,4.56,0.376,0.310,0.602,0.702,,,,,
balls,0.65,0.7,3.65,5.19,0.765,0.402,0.375,0.800,,,,,
bunks,0.54,0.59,3.88,5.3,0.635,0.339,0.481,0.817,,,,,
codes,0.75,1.04,3.22,6.01,0.882,0.598,0.176,0.927,,,,,
fires,0.72,1.06,3.22,6.03,0.847,0.609,0.176,0.930,,,,,
gonna,0.38,0.73,3.9,4.61,0.447,0.420,0.491,0.710,,,,,
shops,0.58,0.56,3.87,4.76,0.682,0.322,0.477,0.733,,,,,
spray,0.4,1.16,3.44,5.54,0.471,0.667,0.278,0.854,,,,,
solar,0.48,1.43,3.09,6.02,0.565,0.822,0.116,0.929,,,,,
ample,0.29,1.26,3.44,5.1,0.341,0.724,0.278,0.786,,,,,
homer,0.5,1.02,3.48,5.47,0.588,0.586,0.296,0.843,,,,,
liver,0.44,1.1,3.46,5.41,0.518,0.632,0.287,0.834,,,,,
alien,0.47,1.31,3.22,5.69,0.553,0.753,0.176,0.877,,,,,
saint,0.56,1.16,3.28,6,0.659,0.667,0.204,0.925,,,,,
opium,0.17,0.89,3.94,4.38,0.200,0.511,0.509,0.674,,,,,
candy,0.47,0.7,3.83,5.32,0.553,0.402,0.458,0.820,,,,,
fancy,0.45,0.61,3.94,4.91,0.529,0.351,0.509,0.756,,,,,
dusty,0.35,0.94,3.71,5.28,0.412,0.540,0.403,0.814,,,,,
alarm,0.32,0.9,3.79,4.47,0.376,0.517,0.440,0.688,,,,,
orbit,0.26,1.1,3.64,5.04,0.306,0.632,0.370,0.776,,,,,
troop,0.3,0.81,3.89,4.46,0.353,0.466,0.486,0.686,,,,,
quest,0.28,1.23,3.49,4.71,0.329,0.707,0.301,0.725,,,,,
rider,0.44,0.94,3.62,5.02,0.518,0.540,0.361,0.773,,,,,
attic,0.19,0.97,3.84,4.22,0.224,0.557,0.463,0.649,,,,,
farms,0.61,0.9,3.48,5.6,0.718,0.517,0.296,0.863,,,,,
lined,0.5,1.06,3.44,5.77,0.588,0.609,0.278,0.890,,,,,
opens,0.45,1.32,3.23,5.46,0.529,0.759,0.181,0.842,,,,,
piled,0.51,0.97,3.52,5.67,0.600,0.557,0.315,0.874,,,,,
reads,0.59,1.45,2.96,6.16,0.694,0.833,0.056,0.950,,,,,
sites,0.76,0.86,3.38,5.55,0.894,0.494,0.250,0.856,,,,,
waved,0.51,0.81,3.69,5.04,0.600,0.466,0.394,0.776,,,,,
react,0.4,1.39,3.21,5.61,0.471,0.799,0.171,0.865,,,,,
dutch,0.26,0.72,4.01,4.55,0.306,0.414,0.542,0.700,,,,,
boost,0.46,0.79,3.76,4.76,0.541,0.454,0.426,0.733,,,,,
elder,0.39,1.02,3.59,4.63,0.459,0.586,0.347,0.713,,,,,
stove,0.4,1.32,3.27,5.27,0.471,0.759,0.199,0.812,,,,,
blast,0.4,1.24,3.37,5.53,0.471,0.713,0.245,0.852,,,,,
onion,0.23,0.61,4.16,3.55,0.271,0.351,0.611,0.545,,,,,
sweep,0.44,0.84,3.72,4.37,0.518,0.483,0.407,0.672,,,,,
razor,0.33,0.79,3.88,4.15,0.388,0.454,0.481,0.638,,,,,
silly,0.48,0.73,3.79,4.95,0.565,0.420,0.440,0.762,,,,,
straw,0.31,1.33,3.36,5.27,0.365,0.764,0.241,0.812,,,,,
trick,0.33,0.86,3.81,4.99,0.388,0.494,0.449,0.769,,,,,
tense,0.43,1.14,3.43,5.08,0.506,0.655,0.273,0.783,,,,,
cruel,0.48,1.08,3.44,5.36,0.565,0.621,0.278,0.826,,,,,
alter,0.44,1.47,3.09,5.79,0.518,0.845,0.116,0.893,,,,,
cubic,0.25,0.5,4.25,3.89,0.294,0.287,0.653,0.598,,,,,
crude,0.42,1.05,3.54,5.29,0.494,0.603,0.324,0.815,,,,,
cease,0.51,1.16,3.33,5.15,0.600,0.667,0.227,0.793,,,,,
sheer,0.53,1.03,3.44,5.03,0.624,0.592,0.278,0.775,,,,,
knock,0.21,0.64,4.16,3.75,0.247,0.368,0.611,0.576,,,,,
roger,0.5,0.86,3.65,4.86,0.588,0.494,0.375,0.748,,,,,
backs,0.58,0.76,3.66,5.38,0.682,0.437,0.380,0.829,,,,,
cared,0.62,1.1,3.28,6.01,0.729,0.632,0.204,0.927,,,,,
deals,0.63,1.36,3.02,6.16,0.741,0.782,0.083,0.950,,,,,
drums,0.5,0.87,3.63,5.3,0.588,0.500,0.366,0.817,,,,,
gates,0.73,1.15,3.12,6.08,0.859,0.661,0.130,0.938,,,,,
jerry,0.38,0.67,3.95,4.17,0.447,0.385,0.514,0.641,,,,,
loses,0.72,0.97,3.31,5.53,0.847,0.557,0.218,0.852,,,,,
pains,0.68,0.91,3.42,5.97,0.800,0.523,0.269,0.921,,,,,
pools,0.65,0.63,3.71,5.17,0.765,0.362,0.403,0.797,,,,,
seats,0.72,1.04,3.24,5.69,0.847,0.598,0.185,0.877,,,,,
sloan,0.4,1.39,3.21,5.76,0.471,0.799,0.171,0.888,,,,,
soils,0.74,0.68,3.59,5.37,0.871,0.391,0.347,0.828,,,,,
chill,0.36,0.56,4.09,4.24,0.424,0.322,0.579,0.652,,,,,
gloom,0.26,0.63,4.11,4.03,0.306,0.362,0.588,0.620,,,,,
upset,0.34,1.31,3.35,5.15,0.400,0.753,0.236,0.793,,,,,
vigor,0.25,0.88,3.86,4.62,0.294,0.506,0.472,0.711,,,,,
grove,0.38,1.03,3.59,5.02,0.447,0.592,0.347,0.773,,,,,
prone,0.46,1.15,3.39,5.71,0.541,0.661,0.255,0.880,,,,,
creek,0.49,0.7,3.81,4.5,0.576,0.402,0.449,0.693,,,,,
purse,0.42,1.31,3.27,5.72,0.494,0.753,0.199,0.882,,,,,
clung,0.3,0.7,3.99,4.6,0.353,0.402,0.532,0.708,,,,,
decay,0.35,1.14,3.51,5.28,0.412,0.655,0.310,0.814,,,,,
prose,0.44,1.45,3.11,5.89,0.518,0.833,0.125,0.908,,,,,
swore,0.44,1.38,3.18,5.58,0.518,0.793,0.157,0.860,,,,,
vocal,0.3,1,3.7,4.78,0.353,0.575,0.398,0.736,,,,,
stare,0.48,1.64,2.89,6.17,0.565,0.943,0.023,0.952,,,,,
blank,0.38,0.8,3.83,4.99,0.447,0.460,0.458,0.769,,,,,
usage,0.3,1.47,3.23,5.13,0.353,0.845,0.181,0.790,,,,,
chuck,0.27,0.32,4.4,3.66,0.318,0.184,0.722,0.562,,,,,
debut,0.29,1.04,3.68,4.84,0.341,0.598,0.389,0.745,,,,,
arrow,0.29,0.9,3.82,4.26,0.341,0.517,0.454,0.655,,,,,
width,0.28,0.7,4.02,4.44,0.329,0.402,0.546,0.683,,,,,
flung,0.28,0.64,4.09,4.37,0.329,0.368,0.579,0.672,,,,,
welch,0.31,0.96,3.74,4.58,0.365,0.552,0.417,0.705,,,,,
brace,0.48,1.16,3.36,5.55,0.565,0.667,0.241,0.856,,,,,
lever,0.46,0.81,3.74,4.55,0.541,0.466,0.417,0.700,,,,,
bored,0.61,0.96,3.44,5.83,0.718,0.552,0.278,0.899,,,,,
boxes,0.72,0.81,3.47,5.38,0.847,0.466,0.292,0.829,,,,,
dared,0.58,0.95,3.47,5.37,0.682,0.546,0.292,0.828,,,,,
diane,0.48,1.2,3.32,5.67,0.565,0.690,0.222,0.874,,,,,
draws,0.54,1.02,3.44,5.46,0.635,0.586,0.278,0.842,,,,,
fails,0.67,0.93,3.4,5.78,0.788,0.534,0.259,0.891,,,,,
fists,0.55,0.61,3.84,4.77,0.647,0.351,0.463,0.734,,,,,
garth,0.42,0.91,3.68,5.19,0.494,0.523,0.389,0.800,,,,,
iliad,0.32,0.88,3.8,4.48,0.376,0.506,0.444,0.689,,,,,
nails,0.63,1.11,3.26,5.99,0.741,0.638,0.194,0.924,,,,,
pairs,0.66,1.04,3.29,6.04,0.776,0.598,0.208,0.932,,,,,
paths,0.56,0.95,3.49,5.52,0.659,0.546,0.301,0.851,,,,,
swiss,0.57,0.29,4.14,3.82,0.671,0.167,0.602,0.587,,,,,
acute,0.34,1.27,3.39,5.21,0.400,0.730,0.255,0.803,,,,,
depot,0.31,1.21,3.49,5.13,0.365,0.695,0.301,0.790,,,,,
aloud,0.32,1.1,3.58,5.18,0.376,0.632,0.343,0.798,,,,,
undue,0.22,0.93,3.85,4.1,0.259,0.534,0.468,0.630,,,,,
handy,0.42,0.71,3.87,5.21,0.494,0.408,0.477,0.803,,,,,
elite,0.41,1,3.59,4.82,0.482,0.575,0.347,0.742,,,,,
sunny,0.46,0.57,3.97,4.72,0.541,0.328,0.523,0.727,,,,,
buddy,0.33,0.29,4.38,4.09,0.388,0.167,0.713,0.629,,,,,
globe,0.36,1.07,3.58,5.09,0.424,0.615,0.343,0.784,,,,,
imply,0.22,0.77,4.01,4.46,0.259,0.443,0.542,0.686,,,,,
dough,0.34,0.63,4.03,4.67,0.400,0.362,0.551,0.719,,,,,
adopt,0.26,1.13,3.62,4.89,0.306,0.649,0.361,0.753,,,,,
rabbi,0.25,0.92,3.83,4.33,0.294,0.529,0.458,0.666,,,,,
steep,0.46,1.03,3.51,4.77,0.541,0.592,0.310,0.734,,,,,
media,0.28,1.31,3.41,5.34,0.329,0.753,0.264,0.823,,,,,
sally,0.54,0.82,3.64,5.14,0.635,0.471,0.370,0.792,,,,,
hymen,0.32,0.87,3.81,4.68,0.376,0.500,0.449,0.720,,,,,
utter,0.35,1,3.65,4.51,0.412,0.575,0.375,0.694,,,,,
slice,0.5,1.33,3.18,5.74,0.588,0.764,0.157,0.885,,,,,
patch,0.37,0.82,3.82,4.91,0.435,0.471,0.454,0.756,,,,,
tower,0.5,1.1,3.41,5.57,0.588,0.632,0.264,0.859,,,,,
erect,0.32,1.06,3.63,4.5,0.376,0.609,0.366,0.693,,,,,
blade,0.45,1.15,3.4,5.46,0.529,0.661,0.259,0.842,,,,,
virus,0.5,0.86,3.64,5.19,0.588,0.494,0.370,0.800,,,,,
beams,0.61,1.13,3.26,5.78,0.718,0.649,0.194,0.891,,,,,
doses,0.72,0.87,3.41,5.44,0.847,0.500,0.264,0.839,,,,,
files,0.7,1.03,3.27,5.94,0.824,0.592,0.199,0.916,,,,,
sells,0.66,0.7,3.64,4.68,0.776,0.402,0.370,0.720,,,,,
taxed,0.51,0.96,3.53,5.21,0.600,0.552,0.319,0.803,,,,,
tries,0.72,1.25,3.03,6.29,0.847,0.718,0.088,0.970,,,,,
walks,0.57,0.83,3.6,5.43,0.671,0.477,0.352,0.837,,,,,
wires,0.7,1.07,3.24,5.96,0.824,0.615,0.185,0.919,,,,,
irony,0.38,0.94,3.68,5.23,0.447,0.540,0.389,0.806,,,,,
stray,0.41,1.28,3.31,5.71,0.482,0.736,0.218,0.880,,,,,
sadly,0.51,1.06,3.44,5.6,0.600,0.609,0.278,0.863,,,,,
couch,0.39,0.44,4.17,4.24,0.459,0.253,0.616,0.652,,,,,
vapor,0.31,1,3.69,4.81,0.365,0.575,0.394,0.741,,,,,
nerve,0.37,0.82,3.81,4.34,0.435,0.471,0.449,0.668,,,,,
eaten,0.48,1.01,3.52,4.94,0.565,0.580,0.315,0.761,,,,,
layer,0.49,1.26,3.25,5.76,0.576,0.724,0.190,0.888,,,,,
bloom,0.3,0.59,4.11,4.07,0.353,0.339,0.588,0.626,,,,,
dimly,0.36,0.69,3.96,5.01,0.424,0.397,0.519,0.772,,,,,
crest,0.39,1.5,3.12,5.68,0.459,0.862,0.130,0.876,,,,,
shelf,0.34,1.26,3.4,4.98,0.400,0.724,0.259,0.767,,,,,
grill,0.36,0.69,3.95,4.4,0.424,0.397,0.514,0.677,,,,,
lyric,0.21,1.03,3.76,4.78,0.247,0.592,0.426,0.736,,,,,
phony,0.38,0.6,4.02,4.89,0.447,0.345,0.546,0.753,,,,,
freed,0.51,0.69,3.8,4.61,0.600,0.397,0.444,0.710,,,,,
unwed,0.33,0.9,3.77,4.74,0.388,0.517,0.431,0.730,,,,,
lousy,0.42,1.01,3.57,5.45,0.494,0.580,0.338,0.840,,,,,
climb,0.29,0.73,3.98,4.51,0.341,0.420,0.528,0.694,,,,,
harsh,0.39,1.04,3.57,4.81,0.459,0.598,0.338,0.741,,,,,
maker,0.5,1.06,3.44,5.56,0.588,0.609,0.278,0.857,,,,,
spark,0.36,1.16,3.47,5.32,0.424,0.667,0.292,0.820,,,,,
gauge,0.44,0.82,3.74,4.64,0.518,0.471,0.417,0.714,,,,,
organ,0.24,1.22,3.54,5.11,0.282,0.701,0.324,0.787,,,,,
rival,0.27,1.13,3.59,5.06,0.318,0.649,0.347,0.780,,,,,
atlas,0.47,1.04,3.49,5.01,0.553,0.598,0.301,0.772,,,,,
debts,0.53,1.13,3.33,5.52,0.624,0.649,0.227,0.851,,,,,
dolls,0.61,0.73,3.66,5.19,0.718,0.420,0.380,0.800,,,,,
feeds,0.56,0.8,3.64,4.74,0.659,0.460,0.370,0.730,,,,,
flies,0.71,1.03,3.27,5.79,0.835,0.592,0.199,0.893,,,,,
hairs,0.64,1.07,3.3,5.93,0.753,0.615,0.213,0.915,,,,,
maids,0.63,0.92,3.45,5.78,0.741,0.529,0.282,0.891,,,,,
maria,0.39,0.8,3.81,4.93,0.459,0.460,0.449,0.759,,,,,
meats,0.63,1.27,3.1,6.1,0.741,0.730,0.120,0.941,,,,,
nazis,0.52,0.94,3.55,5.22,0.612,0.540,0.329,0.804,,,,,
poles,0.76,1.08,3.16,6.25,0.894,0.621,0.148,0.964,,,,,
raced,0.52,1.2,3.28,5.77,0.612,0.690,0.204,0.890,,,,,
sizes,0.72,0.63,3.65,4.86,0.847,0.362,0.375,0.748,,,,,
skies,0.71,0.72,3.57,5.1,0.835,0.414,0.338,0.786,,,,,
sorts,0.73,0.74,3.53,5.5,0.859,0.425,0.319,0.848,,,,,
tires,0.72,1.25,3.03,6.39,0.847,0.718,0.088,0.986,,,,,
twins,0.52,0.86,3.63,5.32,0.612,0.494,0.366,0.820,,,,,
ferry,0.43,0.7,3.87,4.56,0.506,0.402,0.477,0.702,,,,,
moist,0.44,1.09,3.47,5.52,0.518,0.626,0.292,0.851,,,,,
dodge,0.4,0.8,3.8,4.53,0.471,0.460,0.444,0.697,,,,,
crept,0.36,1.16,3.48,5.27,0.424,0.667,0.296,0.812,,,,,
mound,0.42,0.65,3.93,5.07,0.494,0.374,0.505,0.781,,,,,
ghost,0.31,1.07,3.61,5.03,0.365,0.615,0.356,0.775,,,,,
shaft,0.39,1.06,3.55,5.12,0.459,0.609,0.329,0.789,,,,,
cliff,0.28,0.58,4.14,3.79,0.329,0.333,0.602,0.582,,,,,
blond,0.4,0.79,3.81,5.04,0.471,0.454,0.449,0.776,,,,,
haven,0.47,0.93,3.59,5.04,0.553,0.534,0.347,0.776,,,,,
viola,0.3,1.08,3.62,4.93,0.353,0.621,0.361,0.759,,,,,
array,0.4,0.51,4.1,3.99,0.471,0.293,0.583,0.613,,,,,
overt,0.23,1.34,3.43,4.78,0.271,0.770,0.273,0.736,,,,,
waist,0.43,1.13,3.44,5.42,0.506,0.649,0.278,0.835,,,,,
posse,0.45,1.09,3.46,4.99,0.529,0.626,0.287,0.769,,,,,
crawl,0.36,0.99,3.66,4.93,0.424,0.569,0.380,0.759,,,,,
curse,0.44,1.33,3.23,5.73,0.518,0.764,0.181,0.884,,,,,
juice,0.38,0.82,3.81,4.53,0.447,0.471,0.449,0.697,,,,,
exert,0.24,0.97,3.8,3.85,0.282,0.557,0.444,0.592,,,,,
glaze,0.38,1.03,3.59,4.88,0.447,0.592,0.347,0.752,,,,,
flush,0.28,0.94,3.78,4.66,0.329,0.540,0.435,0.717,,,,,
aided,0.47,0.99,3.55,5.03,0.553,0.569,0.329,0.775,,,,,
bands,0.63,0.86,3.51,5.75,0.741,0.494,0.310,0.887,,,,,
gifts,0.51,0.78,3.72,5.11,0.600,0.448,0.407,0.787,,,,,
hogan,0.33,0.93,3.75,4.99,0.388,0.534,0.421,0.769,,,,,
jimmy,0.28,0.28,4.44,3.52,0.329,0.161,0.741,0.540,,,,,
paced,0.54,0.98,3.49,5.51,0.635,0.563,0.301,0.849,,,,,
quint,0.33,0.63,4.04,4.48,0.388,0.362,0.556,0.689,,,,,
rolls,0.61,0.88,3.51,5.27,0.718,0.506,0.310,0.812,,,,,
sexes,0.73,0.34,3.93,4.05,0.859,0.195,0.505,0.623,,,,,
vases,0.69,0.84,3.46,5.06,0.812,0.483,0.287,0.780,,,,,
venus,0.49,1.02,3.49,5.2,0.576,0.586,0.301,0.801,,,,,
wells,0.56,0.88,3.56,4.93,0.659,0.506,0.333,0.759,,,,,
wired,0.5,0.96,3.54,5.51,0.588,0.552,0.324,0.849,,,,,
cigar,0.34,1.02,3.64,5.11,0.400,0.586,0.370,0.787,,,,,
forge,0.47,0.98,3.55,5.24,0.553,0.563,0.329,0.807,,,,,
thumb,0.2,0.66,4.14,4.13,0.235,0.379,0.602,0.635,,,,,
baton,0.38,1.01,3.61,5.3,0.447,0.580,0.356,0.817,,,,,
flock,0.3,0.71,3.99,4.43,0.353,0.408,0.532,0.682,,,,,
spade,0.45,1.39,3.17,5.65,0.529,0.799,0.153,0.871,,,,,
unite,0.35,1.15,3.5,5.27,0.412,0.661,0.306,0.812,,,,,
folly,0.46,0.39,4.15,4.44,0.541,0.224,0.606,0.683,,,,,
paste,0.49,1.42,3.09,5.9,0.576,0.816,0.116,0.910,,,,,
risen,0.43,1.49,3.08,5.89,0.506,0.856,0.111,0.908,,,,,
muddy,0.3,0.34,4.36,4.07,0.353,0.195,0.704,0.626,,,,,
lunar,0.32,1.15,3.53,5.39,0.376,0.661,0.319,0.831,,,,,
slate,0.54,1.52,2.94,6.18,0.635,0.874,0.046,0.953,,,,,
wrist,0.36,1.14,3.5,5.28,0.424,0.655,0.306,0.814,,,,,
swear,0.35,1.57,3.09,5.54,0.412,0.902,0.116,0.854,,,,,
grief,0.45,0.94,3.61,5,0.529,0.540,0.356,0.770,,,,,
creep,0.48,0.76,3.76,4.54,0.565,0.437,0.426,0.699,,,,,
roast,0.45,1.45,3.11,5.88,0.529,0.833,0.125,0.907,,,,,
steak,0.33,1.53,3.14,5.53,0.388,0.879,0.139,0.852,,,,,
stole,0.46,1.51,3.03,5.92,0.541,0.868,0.088,0.913,,,,,
rocky,0.37,0.72,3.91,5,0.435,0.414,0.495,0.770,,,,,
bleak,0.32,1.17,3.51,5.09,0.376,0.672,0.310,0.784,,,,,
mouse,0.46,1.24,3.31,5.67,0.541,0.713,0.218,0.874,,,,,
merge,0.42,0.74,3.84,4.59,0.494,0.425,0.463,0.707,,,,,
elbow,0.16,1.22,3.62,4.39,0.188,0.701,0.361,0.675,,,,,
lease,0.47,1.31,3.22,5.29,0.553,0.753,0.176,0.815,,,,,
witty,0.37,0.4,4.24,4.19,0.435,0.230,0.648,0.644,,,,,
sewer,0.53,0.96,3.51,4.91,0.624,0.552,0.310,0.756,,,,,
token,0.47,1.02,3.51,5.38,0.553,0.586,0.310,0.829,,,,,
weird,0.39,1.07,3.54,5.13,0.459,0.615,0.324,0.790,,,,,
ditch,0.29,0.81,3.91,4.73,0.341,0.466,0.495,0.728,,,,,
bacon,0.36,0.93,3.71,5.05,0.424,0.534,0.403,0.778,,,,,
forum,0.34,0.74,3.92,4.73,0.400,0.425,0.500,0.728,,,,,
